Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
RWA,714,Rwanda,Inflation,Energy Consumer Price Inflation,,-7,-2.2,1.1,44.6,9,23.4,6.7,20.4,50,20.9,37,0,-26,-3.9,10.8,-1.1,3.4,-11.3,-1.8,2.9,14.2,,,,,,,,,,,,,12.59,17.99,17.68,17.3,18.24,6.7,1.01,3.66,4.79,0.93,0.94,3.99,2.39,1.95,10.97,2.63,3.48,3.24,10.77
SAU,456,Saudi Arabia,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,8,3.9,1.1,3.5,6.4,16,-6,0.4,0.1,1.2,1.7,1.2,-21.3,-9.2,0,56.5,0,0,0,0,1.4,0,0,0.1,,,0,,,,,5.58,3.3,3.46,4.9,2.37,4.87,-0.73,-1.26,-8.58,-0.63,-2.43,1.47
SDN,732,Sudan,Inflation,Energy Consumer Price Inflation,,,,,,,,,,32.5,21.8,8.5,14.8,20.9,33.9,65.4,17,38.1,3.2,136.5,,110.5,,,,,,,,,,,,,,,,,,,,,,,19.94,13.15,16.69,15.48,21.1,34.45,121.58,492.3,433.19
SEN,722,Senegal,Inflation,Energy Consumer Price Inflation,0.3,1.9,1.4,3.6,34.1,12.3,2.6,-0.9,-0.4,1.5,3.9,20.2,16.7,1.4,3.7,16.5,9,1.4,-2.5,1,0.2,2.9,-1.6,3.7,77.5,7.8,0.5,0,3.7,3.7,7.9,3.6,4.2,4.3,2,0.2,3.54,10,2.11,-0.15,2.12,3.15,0.23,-0.3,-4.77,-2.67,-1.82,-1.41,0.32,0.48,0.91,2.53,2.3
SGP,576,Singapore,Inflation,Energy Consumer Price Inflation,1.3,2.24,1.57,3.44,14.14,7.04,6.73,1.13,-0.02,5.08,13.65,5.25,3.7,0.84,3.5,3.5,-2.27,-1.53,0,1.78,7.23,2.29,2.57,3.66,1.37,0.98,0.93,2.93,2.57,-1.27,2.81,1.93,-2.2,-0.34,-0.11,1.26,3.31,0.24,14.99,2.01,2.24,8.98,8.41,2.83,0.12,-3.54,-4.07,-2.54,-1.34,-0.99,-0.29,1.39,5.18
SLE,724,Sierra Leone,Inflation,Energy Consumer Price Inflation,1.6,0,3.7,0.9,11.7,10.2,18.9,12.6,14.1,12.2,7,31.4,28.3,87.2,82.1,62,72.9,192.4,,,,,,,,,,,,,,,,,,,,,9.33,6.61,5.94,5.58,5.18,4.44,3.73,3.38,7.64,12.22,13.28,12.79,3.6,8.47,19.56
SLV,253,El Salvador,Inflation,Energy Consumer Price Inflation,-13.3,-9.8,9.3,20.3,25.1,45.5,24.8,33.6,31.3,31.3,41.8,45.2,11.4,11.4,11.4,77,28.6,33.9,-3.4,-4.8,55.8,-2.8,13.2,3.4,11.6,14.2,8.2,1.3,14.1,0.8,17.9,29.3,-3.1,2.8,-1.4,5.1,8.8,5,-1.7,6.99,6.97,13.86,3.63,0.11,1.62,-2.66,9.3,4.9,3.27,-0.67,-3.43,5.78,2.87
STP,716,S?o Tom? and Principe,Inflation,Energy Consumer Price Inflation,,0,-0.6,2.1,39.4,10,-4.4,5.5,-8.9,12.4,18.8,19.7,3.6,6.6,1,0.2,0.4,2.7,-0.4,-2.9,3,13.5,10.6,396.7,430.5,376.6,16.7,0.5,7.2,70.5,,,,,,,,,,,,,,,,,19.93,1.53,0.8,0.48,8.17,,
SUR,366,Suriname,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,9.4,1.1,0,0,0,-0.8,4.7,81.9,32.9,20.8,11.4,6.9,5.6,6.2,5,51.4,47.2,14.1,3.69,17.35,13.21,7.84,11.45,5.97,7.22,6.6,0.1,4.96,4.04,0.34,-0.6,-1.01,-1.41,-1.43,2.04,4.22,-0.03,55.8,135.08
SVK,936,Slovak Republic,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,40.5,22.5,36.9,45.9,79.8,93.8,132.3,177.8,1200,469.2,155.4,164.6,34.4,21.4,11.5,18.31,13.28,8.12,9.89,18.43,11.06,6.81,6.58,7.31,9.07,5.3,2.67,9.65,-0.29,10.13,5.56,3.8,3.1,0.13,-1.25,-0.97,2.55,4.01,1.2,2.6,0.06,18.95
SVN,961,Slovenia,Inflation,Energy Consumer Price Inflation,6.2,10.6,0.8,22,43.2,6.2,15.9,10.6,14.3,20.8,4.6,14.21,8.2,4.88,6.66,8.44,2.56,3.56,6.83,7.62,15.08,18.71,7.47,5.7,1.83,2.38,2.1,-0.69,-1.85,-1.64,0.77,3.93,2.77,4.32,0.14,0.35,3.5,4.03,6.86,-5.36,-0.15,8.72,1.37,-0.78,-0.86,-2.55,0.85,2.48,3.72,3.11,-1.11,11.08,23.79
SWE,144,Sweden,Inflation,Energy Consumer Price Inflation,2,8.9,3.6,4.4,45.9,23.5,13.8,15.9,13.6,45.7,16,12.1,14.1,4.6,0,29.8,10.4,-4,4.3,,3.4,8.2,1.4,6.7,21.9,1,,,4.2,-1.7,149.1,3.3,2.2,8,4.6,3.9,,,,,,,,5.78,3.43,4.6,4.59,6.73,3.72,2.92,-0.13,16.98,32.93
SWZ,734,Swaziland,Inflation,Energy Consumer Price Inflation,,37,5.2,4.5,,17.1,18.5,24.7,,,,13.5,1.1,5,2.8,0.1,,6.9,3.2,-0.1,0.2,,,,-22.2,,,,,,,,,,,,,2.6,63.24,11.96,3.37,0.95,14.39,2.39,1.1,-1.93,-8.25,12.1,9.71,6.11,14.7,,
SYC,718,Seychelles,Inflation,Energy Consumer Price Inflation,0,1.9,0.9,3.7,-0.9,1.9,13.8,4.8,8.5,6.4,12,60.7,32.6,8.7,-0.3,11.3,24.3,13,12.3,19.5,2,16,28.4,2,30.3,38.4,1.5,-4.7,0.8,0.5,0.3,0,11.3,,0.4,1.7,1,5.5,33.3,31.9,9.1,4.22,5.96,6.76,1.1,-1.93,-8.25,12.1,9.71,6.11,,11.9,8.69
SYR,463,Syrian Arab Republic,Inflation,Energy Consumer Price Inflation,0.4,-0.8,1.1,7.7,,27.6,0,-0.5,5.5,,,,,,-0.7,6,2.7,2.7,,11,-11.5,-12.9,7.8,8.4,63.9,4.6,5.7,10.9,15.2,-6.1,8.7,1.7,17.5,6.1,-9,13.2,14.1,,,,,,,,,,,0.41,18.64,5.49,0.1,,
TCD,628,Chad,Inflation,Energy Consumer Price Inflation,1.6,11.1,1.5,6,23.1,14.3,2.6,21.6,11.6,13,18.1,11.3,13.5,14.2,6.6,4.6,0.3,0,-0.3,-2.5,-2,1.4,3.4,-0.5,11.4,,9.9,-2.4,1.32,3.66,-1.36,2.7,-0.46,0.64,0.74,1.14,1.02,-0.76,4.62,1.46,1.39,5.78,6,1.99,2.83,1.15,0.46,0.43,-0.83,0.82,0.85,-1.83,-1.97
TGO,742,Togo,Inflation,Energy Consumer Price Inflation,,,,,,,,7.9,14.9,16.9,31.5,20,1.8,1,1.9,11,8,0.6,1,0.8,1.6,2.4,2.5,2.8,1.8,4.4,2.5,9.8,17.9,0.2,7.8,7.9,1.3,1.7,4.4,2.5,6.8,-0.5,-16,-9,9.7,3.6,2.73,1.88,1.41,0.59,-1,0.17,1.03,0.42,0.78,0.6,12.1
THA,578,Thailand,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,63,720.9,1304.2,439.6,313.8,349.6,73,,,,,,,,,,,,,,,,,1.41,0.59,-1,0.17,1.03,0.42,-1.02,-1.72,5.06
TJK,923,Tajikistan,Inflation,Energy Consumer Price Inflation,,,,,,,12,12.8,0.9,16.6,47.7,13.8,8.4,9,-4,14.3,0.9,-3.3,1.9,0.9,6.3,25.1,0.2,7.3,0.1,1.7,-0.3,1.7,-11.1,-2.8,,,,,,13.61,13.41,4.29,3.12,4.33,-1.64,-2.23,-0.23,1.12,0.7,-0.07,2.12,10.32,5.01,0.43,-5.15,,
TON,866,Tonga,Inflation,Energy Consumer Price Inflation,2.4,2.8,6.4,6.3,14.5,20.8,,1.7,0.9,1.4,11.9,3.4,5.6,,127.1,0.4,1,1.3,3.6,0.7,10.9,-0.1,0.6,2.55,4.22,2.68,1.13,0.45,2.28,1.66,0.67,0.14,-0.15,0.13,2.74,2.5,2.88,4.26,5.52,4.51,0.37,1.29,2.35,0.15,0.68,0.89,-0.29,0.04,2.41,0.95,0.51,5.98,26.01
TTO,369,Trinidad and Tobago,Inflation,Energy Consumer Price Inflation,1.9,1.9,2,1.2,1.5,4.1,2.1,3.9,1.4,4.9,7.2,9.1,18,15.6,7.9,7.3,1.1,3,2.3,2.2,1.9,8.4,7.9,5.6,5.3,4.1,3.3,3.6,2.9,4.2,3.5,3.5,1.4,4.3,5,9,5.65,3.96,6.17,2.81,3.32,3.13,2.89,3.93,5.37,5.01,4.91,5.33,4.8,4.8,4.74,0,0
TUN,744,Tunisia,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,115.4,79.7,107.5,75.5,64.5,68.5,54.7,101.4,44.8,19.8,8.44,10.66,12.66,11.21,19.64,8.82,6.29,5.78,11.46,7.17,5.69,7.62,6.56,8.03,15.79,13.6,4.74,4.97,5.8
TUR,186,Turkey,Inflation,Energy Consumer Price Inflation,10.2,3.8,0.7,12.5,-1.8,35.3,10.1,42.9,-0.4,13.2,38.3,36.8,21,36.6,42.3,35.4,16.7,29.3,12.4,32.5,50.4,21.8,23.2,26.5,45.3,35,31.3,19.3,14.3,9.8,6.9,2.9,14.5,4.1,7.1,12.7,8.5,6.2,10.7,-1.6,9.2,16.85,16.32,14.2,10.67,1.32,6.61,7.57,11.97,7.92,12.4,17.72,67.62
TZA,738,Tanzania,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,3.94,1.06,2.4,7.56,2.91,5.3,3.78,7.37,8.71,16.66,9.94,6.66,5.15,15.88,20.74,4.97,2.85,5.29,3.82,4.91,5.79,2.92,4.04,4.13,3.66
UGA,746,Uganda,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59,34.08,42.42,14.2,25.49,9.44,17.07,2.58,0.25,16.18,115.83,35.05,26.73,6.83,7.96,4.04,-0.79,4.12
UKR,926,Ukraine,Inflation,Energy Consumer Price Inflation,35.05,35.05,35.05,35.05,89,73.4,61.4,54.7,32,55.5,60.8,17.6,19.3,74.7,62.6,72.2,60.6,65.06,67.15,82.75,105.85,101.1,73.77,61.73,55.82,45.39,33.33,22.88,12.55,6.48,4.57,4.07,11.41,20.79,9.56,6.14,8.13,8.86,11.16,10.7,8.85,10.32,9.24,10.7,9.03,8.11,9.2,8.58,6.06,5.91,-2.98,23.16,5.01
URY,298,Uruguay,Inflation,Energy Consumer Price Inflation,6.9,4.45,3.88,4.35,11.23,10.55,6.14,6.82,8.75,12.2,15.69,11.51,7.21,2.67,4.16,3.96,2.96,3.04,3.7,3.8,4.51,3.93,2.91,2.72,2.51,2.53,2.93,2.62,2.29,2.2,3.46,4,2.22,2.52,2.57,3.26,3.8,3.16,3.18,0.37,-0.37,1.32,1.65,2.08,2.58,2.08,2.48,2.97,2.89,-2.11,7.18,7.95,7.09
USA,111,United States,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,2.33,16.9,7.1,25.6,21.27,2.59,21.01,27.12
VCT,364,St. Vincent and the Grenadines,Inflation,Energy Consumer Price Inflation,12.1,12.1,-1.1,22.2,63.2,4.8,-4,17.8,22.7,30.3,34.6,9.2,9.2,9.2,4.6,4.5,-2.6,1.5,-6.3,-0.2,13.4,-1.4,1.3,-1.2,0.1,0.2,1.4,-2.4,-1.2,4.1,1.9,3.6,0.4,2,1.9,18.9,10.5,5.9,11,-19.8,6.6,2.5,2.43,0.27,-0.13,-5.31,-1.55,1.57,2.51,0.77,-2.54,2.37,
VEN,299,"Venezuela, RB",Inflation,Energy Consumer Price Inflation,0,0,0,0,0.1,0.6,0.6,0.6,0.8,23,4.4,23.6,3.8,3.8,19.1,8.7,0.1,17.6,15.9,69.1,42.7,25.4,2,66.9,77.5,36.5,60.5,100.4,61.8,26.4,19.67,17.03,16.08,12.85,9.62,7.24,6.8,6.55,8.75,12.08,13.68,12.14,9.83,12.1,16.37,22.12,2.5,109.58,94802.37,17687.47,1.79,1137.51,164.09
VNM,582,Vietnam,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,8.06,6.45,7,9.01,11.09,20.54,3.82,17.02,19.72,10.51,4.7,3.74,-1.62,2.4,4.29,3.31,3.04,0.63,1.76,2.45
VUT,846,Vanuatu,Inflation,Energy Consumer Price Inflation,1.4,3.4,10.5,4.7,18.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,-0.36,2.24,0.02,1.84,-2.65,0.06,1.59,0.76,-0.04,-0.59,
WSM,862,Samoa,Inflation,Energy Consumer Price Inflation,0,16.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,5.46,8.23,9.47,5.6,7.65,2.25,-1.52,3.3,-7.28,-12.64,-0.37,-1.3,4.45,-5.78,3.13,0.17
ZAF,199,South Africa,Inflation,Energy Consumer Price Inflation,,3.2,7.5,10.5,7.9,14.8,19.7,25.1,15.8,13.6,15.9,25.2,2.8,14.7,4.7,8.4,18.6,11.1,12.8,9.6,15.4,12.3,12.6,15.7,9.6,7.9,7.1,7.8,8.2,7,7.3,7.5,6.5,4.45,-10.64,0.6,4.4,11.15,12.18,7.91,6.69,6.63,6.19,5.6,5.77,5.99,6.05,5.18,4.89,5.21,3.74,14.31,24.37
ZMB,754,Zambia,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,-98.7,92.3,212,121.8,270.5,56,41.9,41.3,35.8,29.7,29.1,29.7,20.5,15.7,21.1,,,,,,,18.24,12.45,5.18,8.44,9.73,7.59,5.4,10.9,11.31,5.69,18.82,18.48,12.81
ZWE,698,Zimbabwe,Inflation,Energy Consumer Price Inflation,1.1,-0.4,-0.6,-0.7,0.3,1.9,7.2,12.1,4.8,11.5,6.8,15.9,8.8,63.8,18.6,3.1,40.5,1.4,0.3,8.4,9.5,41.8,,,,,,,,,,,,,,,,,,14.42,7.99,4.46,11.8,4.47,0.86,-2.56,-2.43,-1.41,0.99,90.81,306.43,69.82,49.07
VGB,284,British Virgin Islands,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,1.4,0.6,-0.6,1.7,2.2,-0.1,-1,0.9,
NCL,687,New Caledonia,Inflation,Energy Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.177,-0.308,-0.75,-6.557,-5.09,4.041,3.547,-0.331,-5.1,4.79,
